pref,pref_ja,fiscal_year,month,count,as_of,source_url,source_title,format,comparable,method_note
fukui,福井,2026,6,173,2026-08-23,https://www.pref.fukui.lg.jp/doc/shizen/tixyouzixyuu/tukinowaguma2_d/fil/R4-8.pdf,福井県内のツキノワグマの出没状況（令和4年度〜令和8年度）,"PDF (image only, read visually)",true,"県全域 row of クマの出没（目撃・痕跡・捕獲・人身被害）件数: sightings + traces + captures + injuries. The R8 row prints 0 for September onward as an empty template, stored here as blank. FY2025 row equals the MoE FY2025 row (35,90,115,102,40,62,204,216,53,19,10,4 = 950)."
fukui,福井,2026,7,82,2026-08-23,https://www.pref.fukui.lg.jp/doc/shizen/tixyouzixyuu/tukinowaguma2_d/fil/R4-8.pdf,福井県内のツキノワグマの出没状況（令和4年度〜令和8年度）,"PDF (image only, read visually)",true,"県全域 row of クマの出没（目撃・痕跡・捕獲・人身被害）件数: sightings + traces + captures + injuries. The R8 row prints 0 for September onward as an empty template, stored here as blank. FY2025 row equals the MoE FY2025 row (35,90,115,102,40,62,204,216,53,19,10,4 = 950)."
fukui,福井,2026,8,25,2026-08-23,https://www.pref.fukui.lg.jp/doc/shizen/tixyouzixyuu/tukinowaguma2_d/fil/R4-8.pdf,福井県内のツキノワグマの出没状況（令和4年度〜令和8年度）,"PDF (image only, read visually)",true,"県全域 row of クマの出没（目撃・痕跡・捕獲・人身被害）件数: sightings + traces + captures + injuries. The R8 row prints 0 for September onward as an empty template, stored here as blank. FY2025 row equals the MoE FY2025 row (35,90,115,102,40,62,204,216,53,19,10,4 = 950)."
fukui,福井,2026,9,,2026-08-23,https://www.pref.fukui.lg.jp/doc/shizen/tixyouzixyuu/tukinowaguma2_d/fil/R4-8.pdf,福井県内のツキノワグマの出没状況（令和4年度〜令和8年度）,"PDF (image only, read visually)",true,"県全域 row of クマの出没（目撃・痕跡・捕獲・人身被害）件数: sightings + traces + captures + injuries. The R8 row prints 0 for September onward as an empty template, stored here as blank. FY2025 row equals the MoE FY2025 row (35,90,115,102,40,62,204,216,53,19,10,4 = 950)."
fukui,福井,2026,10,,2026-08-23,https://www.pref.fukui.lg.jp/doc/shizen/tixyouzixyuu/tukinowaguma2_d/fil/R4-8.pdf,福井県内のツキノワグマの出没状況（令和4年度〜令和8年度）,"PDF (image only, read visually)",true,"県全域 row of クマの出没（目撃・痕跡・捕獲・人身被害）件数: sightings + traces + captures + injuries. The R8 row prints 0 for September onward as an empty template, stored here as blank. FY2025 row equals the MoE FY2025 row (35,90,115,102,40,62,204,216,53,19,10,4 = 950)."
fukui,福井,2026,11,,2026-08-23,https://www.pref.fukui.lg.jp/doc/shizen/tixyouzixyuu/tukinowaguma2_d/fil/R4-8.pdf,福井県内のツキノワグマの出没状況（令和4年度〜令和8年度）,"PDF (image only, read visually)",true,"県全域 row of クマの出没（目撃・痕跡・捕獲・人身被害）件数: sightings + traces + captures + injuries. The R8 row prints 0 for September onward as an empty template, stored here as blank. FY2025 row equals the MoE FY2025 row (35,90,115,102,40,62,204,216,53,19,10,4 = 950)."
fukui,福井,2026,12,,2026-08-23,https://www.pref.fukui.lg.jp/doc/shizen/tixyouzixyuu/tukinowaguma2_d/fil/R4-8.pdf,福井県内のツキノワグマの出没状況（令和4年度〜令和8年度）,"PDF (image only, read visually)",true,"県全域 row of クマの出没（目撃・痕跡・捕獲・人身被害）件数: sightings + traces + captures + injuries. The R8 row prints 0 for September onward as an empty template, stored here as blank. FY2025 row equals the MoE FY2025 row (35,90,115,102,40,62,204,216,53,19,10,4 = 950)."
fukui,福井,2026,1,,2026-08-23,https://www.pref.fukui.lg.jp/doc/shizen/tixyouzixyuu/tukinowaguma2_d/fil/R4-8.pdf,福井県内のツキノワグマの出没状況（令和4年度〜令和8年度）,"PDF (image only, read visually)",true,"県全域 row of クマの出没（目撃・痕跡・捕獲・人身被害）件数: sightings + traces + captures + injuries. The R8 row prints 0 for September onward as an empty template, stored here as blank. FY2025 row equals the MoE FY2025 row (35,90,115,102,40,62,204,216,53,19,10,4 = 950)."
fukui,福井,2026,2,,2026-08-23,https://www.pref.fukui.lg.jp/doc/shizen/tixyouzixyuu/tukinowaguma2_d/fil/R4-8.pdf,福井県内のツキノワグマの出没状況（令和4年度〜令和8年度）,"PDF (image only, read visually)",true,"県全域 row of クマの出没（目撃・痕跡・捕獲・人身被害）件数: sightings + traces + captures + injuries. The R8 row prints 0 for September onward as an empty template, stored here as blank. FY2025 row equals the MoE FY2025 row (35,90,115,102,40,62,204,216,53,19,10,4 = 950)."
fukui,福井,2026,3,,2026-08-23,https://www.pref.fukui.lg.jp/doc/shizen/tixyouzixyuu/tukinowaguma2_d/fil/R4-8.pdf,福井県内のツキノワグマの出没状況（令和4年度〜令和8年度）,"PDF (image only, read visually)",true,"県全域 row of クマの出没（目撃・痕跡・捕獲・人身被害）件数: sightings + traces + captures + injuries. The R8 row prints 0 for September onward as an empty template, stored here as blank. FY2025 row equals the MoE FY2025 row (35,90,115,102,40,62,204,216,53,19,10,4 = 950)."
shimane,島根,2026,4,94,2026-07-31,https://www.pref.shimane.lg.jp/industry/norin/choujyu_taisaku/kuma_higaitaisaku.data/R8beardata7month.pdf,島根県：クマの出没・被害状況と出没予測（ツキノワグマの目撃等件数、令和8年7月31日現在）,PDF,true,"目撃等件数: sightings plus 痕跡, 被害 and 捕獲等, one continuous table FY2014-FY2026. FY2025 row equals the MoE FY2025 row (23,135,124,150,85,55,104,113,60,17,7,18 = 891). FY2026 total printed 765 = 94+285+218+168."
shimane,島根,2026,5,285,2026-07-31,https://www.pref.shimane.lg.jp/industry/norin/choujyu_taisaku/kuma_higaitaisaku.data/R8beardata7month.pdf,島根県：クマの出没・被害状況と出没予測（ツキノワグマの目撃等件数、令和8年7月31日現在）,PDF,true,"目撃等件数: sightings plus 痕跡, 被害 and 捕獲等, one continuous table FY2014-FY2026. FY2025 row equals the MoE FY2025 row (23,135,124,150,85,55,104,113,60,17,7,18 = 891). FY2026 total printed 765 = 94+285+218+168."
shimane,島根,2026,6,218,2026-07-31,https://www.pref.shimane.lg.jp/industry/norin/choujyu_taisaku/kuma_higaitaisaku.data/R8beardata7month.pdf,島根県：クマの出没・被害状況と出没予測（ツキノワグマの目撃等件数、令和8年7月31日現在）,PDF,true,"目撃等件数: sightings plus 痕跡, 被害 and 捕獲等, one continuous table FY2014-FY2026. FY2025 row equals the MoE FY2025 row (23,135,124,150,85,55,104,113,60,17,7,18 = 891). FY2026 total printed 765 = 94+285+218+168."
shimane,島根,2026,7,168,2026-07-31,https://www.pref.shimane.lg.jp/industry/norin/choujyu_taisaku/kuma_higaitaisaku.data/R8beardata7month.pdf,島根県：クマの出没・被害状況と出没予測（ツキノワグマの目撃等件数、令和8年7月31日現在）,PDF,true,"目撃等件数: sightings plus 痕跡, 被害 and 捕獲等, one continuous table FY2014-FY2026. FY2025 row equals the MoE FY2025 row (23,135,124,150,85,55,104,113,60,17,7,18 = 891). FY2026 total printed 765 = 94+285+218+168."
shimane,島根,2026,8,,2026-07-31,https://www.pref.shimane.lg.jp/industry/norin/choujyu_taisaku/kuma_higaitaisaku.data/R8beardata7month.pdf,島根県：クマの出没・被害状況と出没予測（ツキノワグマの目撃等件数、令和8年7月31日現在）,PDF,true,"目撃等件数: sightings plus 痕跡, 被害 and 捕獲等, one continuous table FY2014-FY2026. FY2025 row equals the MoE FY2025 row (23,135,124,150,85,55,104,113,60,17,7,18 = 891). FY2026 total printed 765 = 94+285+218+168."
shimane,島根,2026,9,,2026-07-31,https://www.pref.shimane.lg.jp/industry/norin/choujyu_taisaku/kuma_higaitaisaku.data/R8beardata7month.pdf,島根県：クマの出没・被害状況と出没予測（ツキノワグマの目撃等件数、令和8年7月31日現在）,PDF,true,"目撃等件数: sightings plus 痕跡, 被害 and 捕獲等, one continuous table FY2014-FY2026. FY2025 row equals the MoE FY2025 row (23,135,124,150,85,55,104,113,60,17,7,18 = 891). FY2026 total printed 765 = 94+285+218+168."
shimane,島根,2026,10,,2026-07-31,https://www.pref.shimane.lg.jp/industry/norin/choujyu_taisaku/kuma_higaitaisaku.data/R8beardata7month.pdf,島根県：クマの出没・被害状況と出没予測（ツキノワグマの目撃等件数、令和8年7月31日現在）,PDF,true,"目撃等件数: sightings plus 痕跡, 被害 and 捕獲等, one continuous table FY2014-FY2026. FY2025 row equals the MoE FY2025 row (23,135,124,150,85,55,104,113,60,17,7,18 = 891). FY2026 total printed 765 = 94+285+218+168."
shimane,島根,2026,11,,2026-07-31,https://www.pref.shimane.lg.jp/industry/norin/choujyu_taisaku/kuma_higaitaisaku.data/R8beardata7month.pdf,島根県：クマの出没・被害状況と出没予測（ツキノワグマの目撃等件数、令和8年7月31日現在）,PDF,true,"目撃等件数: sightings plus 痕跡, 被害 and 捕獲等, one continuous table FY2014-FY2026. FY2025 row equals the MoE FY2025 row (23,135,124,150,85,55,104,113,60,17,7,18 = 891). FY2026 total printed 765 = 94+285+218+168."
shimane,島根,2026,12,,2026-07-31,https://www.pref.shimane.lg.jp/industry/norin/choujyu_taisaku/kuma_higaitaisaku.data/R8beardata7month.pdf,島根県：クマの出没・被害状況と出没予測（ツキノワグマの目撃等件数、令和8年7月31日現在）,PDF,true,"目撃等件数: sightings plus 痕跡, 被害 and 捕獲等, one continuous table FY2014-FY2026. FY2025 row equals the MoE FY2025 row (23,135,124,150,85,55,104,113,60,17,7,18 = 891). FY2026 total printed 765 = 94+285+218+168."
shimane,島根,2026,1,,2026-07-31,https://www.pref.shimane.lg.jp/industry/norin/choujyu_taisaku/kuma_higaitaisaku.data/R8beardata7month.pdf,島根県：クマの出没・被害状況と出没予測（ツキノワグマの目撃等件数、令和8年7月31日現在）,PDF,true,"目撃等件数: sightings plus 痕跡, 被害 and 捕獲等, one continuous table FY2014-FY2026. FY2025 row equals the MoE FY2025 row (23,135,124,150,85,55,104,113,60,17,7,18 = 891). FY2026 total printed 765 = 94+285+218+168."
shimane,島根,2026,2,,2026-07-31,https://www.pref.shimane.lg.jp/industry/norin/choujyu_taisaku/kuma_higaitaisaku.data/R8beardata7month.pdf,島根県：クマの出没・被害状況と出没予測（ツキノワグマの目撃等件数、令和8年7月31日現在）,PDF,true,"目撃等件数: sightings plus 痕跡, 被害 and 捕獲等, one continuous table FY2014-FY2026. FY2025 row equals the MoE FY2025 row (23,135,124,150,85,55,104,113,60,17,7,18 = 891). FY2026 total printed 765 = 94+285+218+168."
shimane,島根,2026,3,,2026-07-31,https://www.pref.shimane.lg.jp/industry/norin/choujyu_taisaku/kuma_higaitaisaku.data/R8beardata7month.pdf,島根県：クマの出没・被害状況と出没予測（ツキノワグマの目撃等件数、令和8年7月31日現在）,PDF,true,"目撃等件数: sightings plus 痕跡, 被害 and 捕獲等, one continuous table FY2014-FY2026. FY2025 row equals the MoE FY2025 row (23,135,124,150,85,55,104,113,60,17,7,18 = 891). FY2026 total printed 765 = 94+285+218+168."
hiroshima,広島,2026,4,26,2026-07-31,https://www.pref.hiroshima.lg.jp/uploaded/attachment/679296.pdf,県内におけるツキノワグマの月別目撃件数（広島県 wildlife-management portal）,PDF,true,"Suspected sightings and traces included, 人身被害 excluded. Portal says 令和８年度は7月末時点の情報. FY2025 row equals the MoE FY2025 row (21,44,76,64,42,46,107,125,47,10,3,7 = 592)."
hiroshima,広島,2026,5,138,2026-07-31,https://www.pref.hiroshima.lg.jp/uploaded/attachment/679296.pdf,県内におけるツキノワグマの月別目撃件数（広島県 wildlife-management portal）,PDF,true,"Suspected sightings and traces included, 人身被害 excluded. Portal says 令和８年度は7月末時点の情報. FY2025 row equals the MoE FY2025 row (21,44,76,64,42,46,107,125,47,10,3,7 = 592)."
hiroshima,広島,2026,6,120,2026-07-31,https://www.pref.hiroshima.lg.jp/uploaded/attachment/679296.pdf,県内におけるツキノワグマの月別目撃件数（広島県 wildlife-management portal）,PDF,true,"Suspected sightings and traces included, 人身被害 excluded. Portal says 令和８年度は7月末時点の情報. FY2025 row equals the MoE FY2025 row (21,44,76,64,42,46,107,125,47,10,3,7 = 592)."
hiroshima,広島,2026,7,78,2026-07-31,https://www.pref.hiroshima.lg.jp/uploaded/attachment/679296.pdf,県内におけるツキノワグマの月別目撃件数（広島県 wildlife-management portal）,PDF,true,"Suspected sightings and traces included, 人身被害 excluded. Portal says 令和８年度は7月末時点の情報. FY2025 row equals the MoE FY2025 row (21,44,76,64,42,46,107,125,47,10,3,7 = 592)."
hiroshima,広島,2026,8,,2026-07-31,https://www.pref.hiroshima.lg.jp/uploaded/attachment/679296.pdf,県内におけるツキノワグマの月別目撃件数（広島県 wildlife-management portal）,PDF,true,"Suspected sightings and traces included, 人身被害 excluded. Portal says 令和８年度は7月末時点の情報. FY2025 row equals the MoE FY2025 row (21,44,76,64,42,46,107,125,47,10,3,7 = 592)."
hiroshima,広島,2026,9,,2026-07-31,https://www.pref.hiroshima.lg.jp/uploaded/attachment/679296.pdf,県内におけるツキノワグマの月別目撃件数（広島県 wildlife-management portal）,PDF,true,"Suspected sightings and traces included, 人身被害 excluded. Portal says 令和８年度は7月末時点の情報. FY2025 row equals the MoE FY2025 row (21,44,76,64,42,46,107,125,47,10,3,7 = 592)."
hiroshima,広島,2026,10,,2026-07-31,https://www.pref.hiroshima.lg.jp/uploaded/attachment/679296.pdf,県内におけるツキノワグマの月別目撃件数（広島県 wildlife-management portal）,PDF,true,"Suspected sightings and traces included, 人身被害 excluded. Portal says 令和８年度は7月末時点の情報. FY2025 row equals the MoE FY2025 row (21,44,76,64,42,46,107,125,47,10,3,7 = 592)."
hiroshima,広島,2026,11,,2026-07-31,https://www.pref.hiroshima.lg.jp/uploaded/attachment/679296.pdf,県内におけるツキノワグマの月別目撃件数（広島県 wildlife-management portal）,PDF,true,"Suspected sightings and traces included, 人身被害 excluded. Portal says 令和８年度は7月末時点の情報. FY2025 row equals the MoE FY2025 row (21,44,76,64,42,46,107,125,47,10,3,7 = 592)."
hiroshima,広島,2026,12,,2026-07-31,https://www.pref.hiroshima.lg.jp/uploaded/attachment/679296.pdf,県内におけるツキノワグマの月別目撃件数（広島県 wildlife-management portal）,PDF,true,"Suspected sightings and traces included, 人身被害 excluded. Portal says 令和８年度は7月末時点の情報. FY2025 row equals the MoE FY2025 row (21,44,76,64,42,46,107,125,47,10,3,7 = 592)."
hiroshima,広島,2026,1,,2026-07-31,https://www.pref.hiroshima.lg.jp/uploaded/attachment/679296.pdf,県内におけるツキノワグマの月別目撃件数（広島県 wildlife-management portal）,PDF,true,"Suspected sightings and traces included, 人身被害 excluded. Portal says 令和８年度は7月末時点の情報. FY2025 row equals the MoE FY2025 row (21,44,76,64,42,46,107,125,47,10,3,7 = 592)."
hiroshima,広島,2026,2,,2026-07-31,https://www.pref.hiroshima.lg.jp/uploaded/attachment/679296.pdf,県内におけるツキノワグマの月別目撃件数（広島県 wildlife-management portal）,PDF,true,"Suspected sightings and traces included, 人身被害 excluded. Portal says 令和８年度は7月末時点の情報. FY2025 row equals the MoE FY2025 row (21,44,76,64,42,46,107,125,47,10,3,7 = 592)."
hiroshima,広島,2026,3,,2026-07-31,https://www.pref.hiroshima.lg.jp/uploaded/attachment/679296.pdf,県内におけるツキノワグマの月別目撃件数（広島県 wildlife-management portal）,PDF,true,"Suspected sightings and traces included, 人身被害 excluded. Portal says 令和８年度は7月末時点の情報. FY2025 row equals the MoE FY2025 row (21,44,76,64,42,46,107,125,47,10,3,7 = 592)."
hyogo,兵庫,2026,4,33,2026-06-15,https://web.pref.hyogo.lg.jp/nk20/documents/dai3kaisiryo.pdf,第３回 兵庫県ツキノワグマ対策連絡会議 資料（令和8年6月15日）クマの目撃・痕跡件数,PDF,true,"Sightings + traces, 人身被害 separate. FY2025 row equals the MoE FY2025 row (39,121,53,80,49,59,45,32,12,10,3,7 = 510). MoE's own FY2026 row already shows 33,117,158 through June, i.e. Hyogo revised May by one and added June after this meeting; a newer Hyogo source is needed for June onward."
hyogo,兵庫,2026,5,116,2026-06-15,https://web.pref.hyogo.lg.jp/nk20/documents/dai3kaisiryo.pdf,第３回 兵庫県ツキノワグマ対策連絡会議 資料（令和8年6月15日）クマの目撃・痕跡件数,PDF,true,"Sightings + traces, 人身被害 separate. FY2025 row equals the MoE FY2025 row (39,121,53,80,49,59,45,32,12,10,3,7 = 510). MoE's own FY2026 row already shows 33,117,158 through June, i.e. Hyogo revised May by one and added June after this meeting; a newer Hyogo source is needed for June onward."
hyogo,兵庫,2026,6,,2026-06-15,https://web.pref.hyogo.lg.jp/nk20/documents/dai3kaisiryo.pdf,第３回 兵庫県ツキノワグマ対策連絡会議 資料（令和8年6月15日）クマの目撃・痕跡件数,PDF,true,"Sightings + traces, 人身被害 separate. FY2025 row equals the MoE FY2025 row (39,121,53,80,49,59,45,32,12,10,3,7 = 510). MoE's own FY2026 row already shows 33,117,158 through June, i.e. Hyogo revised May by one and added June after this meeting; a newer Hyogo source is needed for June onward."
hyogo,兵庫,2026,7,,2026-06-15,https://web.pref.hyogo.lg.jp/nk20/documents/dai3kaisiryo.pdf,第３回 兵庫県ツキノワグマ対策連絡会議 資料（令和8年6月15日）クマの目撃・痕跡件数,PDF,true,"Sightings + traces, 人身被害 separate. FY2025 row equals the MoE FY2025 row (39,121,53,80,49,59,45,32,12,10,3,7 = 510). MoE's own FY2026 row already shows 33,117,158 through June, i.e. Hyogo revised May by one and added June after this meeting; a newer Hyogo source is needed for June onward."
hyogo,兵庫,2026,8,,2026-06-15,https://web.pref.hyogo.lg.jp/nk20/documents/dai3kaisiryo.pdf,第３回 兵庫県ツキノワグマ対策連絡会議 資料（令和8年6月15日）クマの目撃・痕跡件数,PDF,true,"Sightings + traces, 人身被害 separate. FY2025 row equals the MoE FY2025 row (39,121,53,80,49,59,45,32,12,10,3,7 = 510). MoE's own FY2026 row already shows 33,117,158 through June, i.e. Hyogo revised May by one and added June after this meeting; a newer Hyogo source is needed for June onward."
hyogo,兵庫,2026,9,,2026-06-15,https://web.pref.hyogo.lg.jp/nk20/documents/dai3kaisiryo.pdf,第３回 兵庫県ツキノワグマ対策連絡会議 資料（令和8年6月15日）クマの目撃・痕跡件数,PDF,true,"Sightings + traces, 人身被害 separate. FY2025 row equals the MoE FY2025 row (39,121,53,80,49,59,45,32,12,10,3,7 = 510). MoE's own FY2026 row already shows 33,117,158 through June, i.e. Hyogo revised May by one and added June after this meeting; a newer Hyogo source is needed for June onward."
hyogo,兵庫,2026,10,,2026-06-15,https://web.pref.hyogo.lg.jp/nk20/documents/dai3kaisiryo.pdf,第３回 兵庫県ツキノワグマ対策連絡会議 資料（令和8年6月15日）クマの目撃・痕跡件数,PDF,true,"Sightings + traces, 人身被害 separate. FY2025 row equals the MoE FY2025 row (39,121,53,80,49,59,45,32,12,10,3,7 = 510). MoE's own FY2026 row already shows 33,117,158 through June, i.e. Hyogo revised May by one and added June after this meeting; a newer Hyogo source is needed for June onward."
hyogo,兵庫,2026,11,,2026-06-15,https://web.pref.hyogo.lg.jp/nk20/documents/dai3kaisiryo.pdf,第３回 兵庫県ツキノワグマ対策連絡会議 資料（令和8年6月15日）クマの目撃・痕跡件数,PDF,true,"Sightings + traces, 人身被害 separate. FY2025 row equals the MoE FY2025 row (39,121,53,80,49,59,45,32,12,10,3,7 = 510). MoE's own FY2026 row already shows 33,117,158 through June, i.e. Hyogo revised May by one and added June after this meeting; a newer Hyogo source is needed for June onward."
hyogo,兵庫,2026,12,,2026-06-15,https://web.pref.hyogo.lg.jp/nk20/documents/dai3kaisiryo.pdf,第３回 兵庫県ツキノワグマ対策連絡会議 資料（令和8年6月15日）クマの目撃・痕跡件数,PDF,true,"Sightings + traces, 人身被害 separate. FY2025 row equals the MoE FY2025 row (39,121,53,80,49,59,45,32,12,10,3,7 = 510). MoE's own FY2026 row already shows 33,117,158 through June, i.e. Hyogo revised May by one and added June after this meeting; a newer Hyogo source is needed for June onward."
hyogo,兵庫,2026,1,,2026-06-15,https://web.pref.hyogo.lg.jp/nk20/documents/dai3kaisiryo.pdf,第３回 兵庫県ツキノワグマ対策連絡会議 資料（令和8年6月15日）クマの目撃・痕跡件数,PDF,true,"Sightings + traces, 人身被害 separate. FY2025 row equals the MoE FY2025 row (39,121,53,80,49,59,45,32,12,10,3,7 = 510). MoE's own FY2026 row already shows 33,117,158 through June, i.e. Hyogo revised May by one and added June after this meeting; a newer Hyogo source is needed for June onward."
hyogo,兵庫,2026,2,,2026-06-15,https://web.pref.hyogo.lg.jp/nk20/documents/dai3kaisiryo.pdf,第３回 兵庫県ツキノワグマ対策連絡会議 資料（令和8年6月15日）クマの目撃・痕跡件数,PDF,true,"Sightings + traces, 人身被害 separate. FY2025 row equals the MoE FY2025 row (39,121,53,80,49,59,45,32,12,10,3,7 = 510). MoE's own FY2026 row already shows 33,117,158 through June, i.e. Hyogo revised May by one and added June after this meeting; a newer Hyogo source is needed for June onward."
hyogo,兵庫,2026,3,,2026-06-15,https://web.pref.hyogo.lg.jp/nk20/documents/dai3kaisiryo.pdf,第３回 兵庫県ツキノワグマ対策連絡会議 資料（令和8年6月15日）クマの目撃・痕跡件数,PDF,true,"Sightings + traces, 人身被害 separate. FY2025 row equals the MoE FY2025 row (39,121,53,80,49,59,45,32,12,10,3,7 = 510). MoE's own FY2026 row already shows 33,117,158 through June, i.e. Hyogo revised May by one and added June after this meeting; a newer Hyogo source is needed for June onward."
yamaguchi,山口,2026,4,26,2026-09-04,https://www.pref.yamaguchi.lg.jp/uploaded/attachment/250041.pdf,令和8年度 市町別、月別クマ目撃情報（山口県自然保護課、令和8年9月4日時点）,PDF,true,"目撃 count compiled from municipal reports; captures shown as an of-which sub-row, traces and 人身被害 not included. FY2025 from fy2025-monthly-by-city.pdf equals the MoE FY2025 row (17,40,26,58,47,25,76,77,30,9,1,2 = 408)."
yamaguchi,山口,2026,5,65,2026-09-04,https://www.pref.yamaguchi.lg.jp/uploaded/attachment/250041.pdf,令和8年度 市町別、月別クマ目撃情報（山口県自然保護課、令和8年9月4日時点）,PDF,true,"目撃 count compiled from municipal reports; captures shown as an of-which sub-row, traces and 人身被害 not included. FY2025 from fy2025-monthly-by-city.pdf equals the MoE FY2025 row (17,40,26,58,47,25,76,77,30,9,1,2 = 408)."
yamaguchi,山口,2026,6,56,2026-09-04,https://www.pref.yamaguchi.lg.jp/uploaded/attachment/250041.pdf,令和8年度 市町別、月別クマ目撃情報（山口県自然保護課、令和8年9月4日時点）,PDF,true,"目撃 count compiled from municipal reports; captures shown as an of-which sub-row, traces and 人身被害 not included. FY2025 from fy2025-monthly-by-city.pdf equals the MoE FY2025 row (17,40,26,58,47,25,76,77,30,9,1,2 = 408)."
yamaguchi,山口,2026,7,62,2026-09-04,https://www.pref.yamaguchi.lg.jp/uploaded/attachment/250041.pdf,令和8年度 市町別、月別クマ目撃情報（山口県自然保護課、令和8年9月4日時点）,PDF,true,"目撃 count compiled from municipal reports; captures shown as an of-which sub-row, traces and 人身被害 not included. FY2025 from fy2025-monthly-by-city.pdf equals the MoE FY2025 row (17,40,26,58,47,25,76,77,30,9,1,2 = 408)."
yamaguchi,山口,2026,8,42,2026-09-04,https://www.pref.yamaguchi.lg.jp/uploaded/attachment/250041.pdf,令和8年度 市町別、月別クマ目撃情報（山口県自然保護課、令和8年9月4日時点）,PDF,true,"目撃 count compiled from municipal reports; captures shown as an of-which sub-row, traces and 人身被害 not included. FY2025 from fy2025-monthly-by-city.pdf equals the MoE FY2025 row (17,40,26,58,47,25,76,77,30,9,1,2 = 408)."
yamaguchi,山口,2026,9,7,2026-09-04,https://www.pref.yamaguchi.lg.jp/uploaded/attachment/250041.pdf,令和8年度 市町別、月別クマ目撃情報（山口県自然保護課、令和8年9月4日時点）,PDF,true,"目撃 count compiled from municipal reports; captures shown as an of-which sub-row, traces and 人身被害 not included. FY2025 from fy2025-monthly-by-city.pdf equals the MoE FY2025 row (17,40,26,58,47,25,76,77,30,9,1,2 = 408)."
yamaguchi,山口,2026,10,,2026-09-04,https://www.pref.yamaguchi.lg.jp/uploaded/attachment/250041.pdf,令和8年度 市町別、月別クマ目撃情報（山口県自然保護課、令和8年9月4日時点）,PDF,true,"目撃 count compiled from municipal reports; captures shown as an of-which sub-row, traces and 人身被害 not included. FY2025 from fy2025-monthly-by-city.pdf equals the MoE FY2025 row (17,40,26,58,47,25,76,77,30,9,1,2 = 408)."
yamaguchi,山口,2026,11,,2026-09-04,https://www.pref.yamaguchi.lg.jp/uploaded/attachment/250041.pdf,令和8年度 市町別、月別クマ目撃情報（山口県自然保護課、令和8年9月4日時点）,PDF,true,"目撃 count compiled from municipal reports; captures shown as an of-which sub-row, traces and 人身被害 not included. FY2025 from fy2025-monthly-by-city.pdf equals the MoE FY2025 row (17,40,26,58,47,25,76,77,30,9,1,2 = 408)."
yamaguchi,山口,2026,12,,2026-09-04,https://www.pref.yamaguchi.lg.jp/uploaded/attachment/250041.pdf,令和8年度 市町別、月別クマ目撃情報（山口県自然保護課、令和8年9月4日時点）,PDF,true,"目撃 count compiled from municipal reports; captures shown as an of-which sub-row, traces and 人身被害 not included. FY2025 from fy2025-monthly-by-city.pdf equals the MoE FY2025 row (17,40,26,58,47,25,76,77,30,9,1,2 = 408)."
yamaguchi,山口,2026,1,,2026-09-04,https://www.pref.yamaguchi.lg.jp/uploaded/attachment/250041.pdf,令和8年度 市町別、月別クマ目撃情報（山口県自然保護課、令和8年9月4日時点）,PDF,true,"目撃 count compiled from municipal reports; captures shown as an of-which sub-row, traces and 人身被害 not included. FY2025 from fy2025-monthly-by-city.pdf equals the MoE FY2025 row (17,40,26,58,47,25,76,77,30,9,1,2 = 408)."
yamaguchi,山口,2026,2,,2026-09-04,https://www.pref.yamaguchi.lg.jp/uploaded/attachment/250041.pdf,令和8年度 市町別、月別クマ目撃情報（山口県自然保護課、令和8年9月4日時点）,PDF,true,"目撃 count compiled from municipal reports; captures shown as an of-which sub-row, traces and 人身被害 not included. FY2025 from fy2025-monthly-by-city.pdf equals the MoE FY2025 row (17,40,26,58,47,25,76,77,30,9,1,2 = 408)."
yamaguchi,山口,2026,3,,2026-09-04,https://www.pref.yamaguchi.lg.jp/uploaded/attachment/250041.pdf,令和8年度 市町別、月別クマ目撃情報（山口県自然保護課、令和8年9月4日時点）,PDF,true,"目撃 count compiled from municipal reports; captures shown as an of-which sub-row, traces and 人身被害 not included. FY2025 from fy2025-monthly-by-city.pdf equals the MoE FY2025 row (17,40,26,58,47,25,76,77,30,9,1,2 = 408)."
ishikawa,石川,2026,4,10,2026-09-02,https://www.pref.ishikawa.lg.jp/sizen/kuma/documents/260902itirann.pdf,ツキノワグマ目撃件数（R8.9.2時点）石川県,PDF,true,"Sighting tally by municipality and month reported through the regional agricultural/forestry offices; 痕跡 (14) listed separately and not included. The itemised list has 191 records, last dated 2026-08-29, so September reads 0 as of 2026-09-02. Ishikawa frames its own prior-year table by calendar year; Apr-Dec FY2025 equals the MoE FY2025 row (9,30,97,47,30,13,91,53,13)."
ishikawa,石川,2026,5,64,2026-09-02,https://www.pref.ishikawa.lg.jp/sizen/kuma/documents/260902itirann.pdf,ツキノワグマ目撃件数（R8.9.2時点）石川県,PDF,true,"Sighting tally by municipality and month reported through the regional agricultural/forestry offices; 痕跡 (14) listed separately and not included. The itemised list has 191 records, last dated 2026-08-29, so September reads 0 as of 2026-09-02. Ishikawa frames its own prior-year table by calendar year; Apr-Dec FY2025 equals the MoE FY2025 row (9,30,97,47,30,13,91,53,13)."
