prefecture,prefecture_en,species,species_en,fiscal_year,era_label,survey_type,raw_text,text_clean,status,category,category_rule,edition,edition_count,earlier_editions,remarks,method,source_file,source_url,publish_date,publish_date_source
福井,Fukui,ブナ,buna,2020,R2,fruiting,凶作,凶作,value,凶作,exact; 不作/やや凶作 counted as 凶作 (MoE rule),2022-09-07,3,,,pdfplumber extract_tables,data-pipeline/raw/research/gaps/ketujitu-wb-20221022220755.pdf,http://web.archive.org/web/20221022220755id_/https://www.env.go.jp/nature/choju/effort/effort12/ketujitu.pdf,2022-09-07,"pdf CreationDate (header undated, marked 別添３)"
福井,Fukui,ミズナラ,mizunara,2020,R2,fruiting,不作,不作,value,凶作,exact; 不作/やや凶作 counted as 凶作 (MoE rule),2022-09-07,3,,,pdfplumber extract_tables,data-pipeline/raw/research/gaps/ketujitu-wb-20221022220755.pdf,http://web.archive.org/web/20221022220755id_/https://www.env.go.jp/nature/choju/effort/effort12/ketujitu.pdf,2022-09-07,"pdf CreationDate (header undated, marked 別添３)"
福井,Fukui,コナラ,konara,2020,R2,fruiting,不作,不作,value,凶作,exact; 不作/やや凶作 counted as 凶作 (MoE rule),2022-09-07,3,,,pdfplumber extract_tables,data-pipeline/raw/research/gaps/ketujitu-wb-20221022220755.pdf,http://web.archive.org/web/20221022220755id_/https://www.env.go.jp/nature/choju/effort/effort12/ketujitu.pdf,2022-09-07,"pdf CreationDate (header undated, marked 別添３)"
山梨,Yamanashi,ブナ,buna,2020,R2,fruiting,凶作～並作\n(南アルプス市、\n笛吹市),凶作～並作 (南アルプス市、笛吹市),value,並作,MoE rule 凶作～並作/凶作～豊作/不作～並作→並作,2022-09-07,3,,,pdfplumber extract_tables,data-pipeline/raw/research/gaps/ketujitu-wb-20221022220755.pdf,http://web.archive.org/web/20221022220755id_/https://www.env.go.jp/nature/choju/effort/effort12/ketujitu.pdf,2022-09-07,"pdf CreationDate (header undated, marked 別添３)"
山梨,Yamanashi,ミズナラ,mizunara,2020,R2,fruiting,並作\n(南アルプス市),並作 (南アルプス市),value,並作,exact; 並上/並下 are 並作 sub-grades,2022-09-07,3,,,pdfplumber extract_tables,data-pipeline/raw/research/gaps/ketujitu-wb-20221022220755.pdf,http://web.archive.org/web/20221022220755id_/https://www.env.go.jp/nature/choju/effort/effort12/ketujitu.pdf,2022-09-07,"pdf CreationDate (header undated, marked 別添３)"
山梨,Yamanashi,コナラ,konara,2020,R2,fruiting,並作\n(富士川町),並作 (富士川町),value,並作,exact; 並上/並下 are 並作 sub-grades,2022-09-07,3,,,pdfplumber extract_tables,data-pipeline/raw/research/gaps/ketujitu-wb-20221022220755.pdf,http://web.archive.org/web/20221022220755id_/https://www.env.go.jp/nature/choju/effort/effort12/ketujitu.pdf,2022-09-07,"pdf CreationDate (header undated, marked 別添３)"
長野,Nagano,ブナ,buna,2020,R2,fruiting,大凶作～不作,大凶作～不作,value,凶作,range 大凶作～不作→凶作 (spans 大凶作/凶作 buckets; MoE's 計 row tallies 大凶作 as 凶作),2022-09-07,3,,,pdfplumber extract_tables,data-pipeline/raw/research/gaps/ketujitu-wb-20221022220755.pdf,http://web.archive.org/web/20221022220755id_/https://www.env.go.jp/nature/choju/effort/effort12/ketujitu.pdf,2022-09-07,"pdf CreationDate (header undated, marked 別添３)"
長野,Nagano,ミズナラ,mizunara,2020,R2,fruiting,大凶作～豊作,大凶作～豊作,value,並作,range spanning buckets→並作 (by analogy with MoE rule),2022-09-07,3,,,pdfplumber extract_tables,data-pipeline/raw/research/gaps/ketujitu-wb-20221022220755.pdf,http://web.archive.org/web/20221022220755id_/https://www.env.go.jp/nature/choju/effort/effort12/ketujitu.pdf,2022-09-07,"pdf CreationDate (header undated, marked 別添３)"
長野,Nagano,コナラ,konara,2020,R2,fruiting,大凶作～豊作,大凶作～豊作,value,並作,range spanning buckets→並作 (by analogy with MoE rule),2022-09-07,3,,,pdfplumber extract_tables,data-pipeline/raw/research/gaps/ketujitu-wb-20221022220755.pdf,http://web.archive.org/web/20221022220755id_/https://www.env.go.jp/nature/choju/effort/effort12/ketujitu.pdf,2022-09-07,"pdf CreationDate (header undated, marked 別添３)"
岐阜,Gifu,ブナ,buna,2020,R2,fruiting,凶作,凶作,value,凶作,exact; 不作/やや凶作 counted as 凶作 (MoE rule),2022-09-07,3,,,pdfplumber extract_tables,data-pipeline/raw/research/gaps/ketujitu-wb-20221022220755.pdf,http://web.archive.org/web/20221022220755id_/https://www.env.go.jp/nature/choju/effort/effort12/ketujitu.pdf,2022-09-07,"pdf CreationDate (header undated, marked 別添３)"
岐阜,Gifu,ミズナラ,mizunara,2020,R2,fruiting,凶作,凶作,value,凶作,exact; 不作/やや凶作 counted as 凶作 (MoE rule),2022-09-07,3,,,pdfplumber extract_tables,data-pipeline/raw/research/gaps/ketujitu-wb-20221022220755.pdf,http://web.archive.org/web/20221022220755id_/https://www.env.go.jp/nature/choju/effort/effort12/ketujitu.pdf,2022-09-07,"pdf CreationDate (header undated, marked 別添３)"
岐阜,Gifu,コナラ,konara,2020,R2,fruiting,凶作,凶作,value,凶作,exact; 不作/やや凶作 counted as 凶作 (MoE rule),2022-09-07,3,,,pdfplumber extract_tables,data-pipeline/raw/research/gaps/ketujitu-wb-20221022220755.pdf,http://web.archive.org/web/20221022220755id_/https://www.env.go.jp/nature/choju/effort/effort12/ketujitu.pdf,2022-09-07,"pdf CreationDate (header undated, marked 別添３)"
静岡,Shizuoka,ブナ,buna,2020,R2,fruiting,―,―,no_data,,,2022-09-07,3,,,pdfplumber extract_tables,data-pipeline/raw/research/gaps/ketujitu-wb-20221022220755.pdf,http://web.archive.org/web/20221022220755id_/https://www.env.go.jp/nature/choju/effort/effort12/ketujitu.pdf,2022-09-07,"pdf CreationDate (header undated, marked 別添３)"
静岡,Shizuoka,ミズナラ,mizunara,2020,R2,fruiting,―,―,no_data,,,2022-09-07,3,,,pdfplumber extract_tables,data-pipeline/raw/research/gaps/ketujitu-wb-20221022220755.pdf,http://web.archive.org/web/20221022220755id_/https://www.env.go.jp/nature/choju/effort/effort12/ketujitu.pdf,2022-09-07,"pdf CreationDate (header undated, marked 別添３)"
静岡,Shizuoka,コナラ,konara,2020,R2,fruiting,―,―,no_data,,,2022-09-07,3,,,pdfplumber extract_tables,data-pipeline/raw/research/gaps/ketujitu-wb-20221022220755.pdf,http://web.archive.org/web/20221022220755id_/https://www.env.go.jp/nature/choju/effort/effort12/ketujitu.pdf,2022-09-07,"pdf CreationDate (header undated, marked 別添３)"
愛知,Aichi,ブナ,buna,2020,R2,fruiting,―,―,no_data,,,2022-09-07,3,,,pdfplumber extract_tables,data-pipeline/raw/research/gaps/ketujitu-wb-20221022220755.pdf,http://web.archive.org/web/20221022220755id_/https://www.env.go.jp/nature/choju/effort/effort12/ketujitu.pdf,2022-09-07,"pdf CreationDate (header undated, marked 別添３)"
愛知,Aichi,ミズナラ,mizunara,2020,R2,fruiting,並作,並作,value,並作,exact; 並上/並下 are 並作 sub-grades,2022-09-07,3,,,pdfplumber extract_tables,data-pipeline/raw/research/gaps/ketujitu-wb-20221022220755.pdf,http://web.archive.org/web/20221022220755id_/https://www.env.go.jp/nature/choju/effort/effort12/ketujitu.pdf,2022-09-07,"pdf CreationDate (header undated, marked 別添３)"
愛知,Aichi,コナラ,konara,2020,R2,fruiting,凶作,凶作,value,凶作,exact; 不作/やや凶作 counted as 凶作 (MoE rule),2022-09-07,3,,,pdfplumber extract_tables,data-pipeline/raw/research/gaps/ketujitu-wb-20221022220755.pdf,http://web.archive.org/web/20221022220755id_/https://www.env.go.jp/nature/choju/effort/effort12/ketujitu.pdf,2022-09-07,"pdf CreationDate (header undated, marked 別添３)"
三重,Mie,ブナ,buna,2020,R2,fruiting,―,―,no_data,,,2022-09-07,3,,,pdfplumber extract_tables,data-pipeline/raw/research/gaps/ketujitu-wb-20221022220755.pdf,http://web.archive.org/web/20221022220755id_/https://www.env.go.jp/nature/choju/effort/effort12/ketujitu.pdf,2022-09-07,"pdf CreationDate (header undated, marked 別添３)"
三重,Mie,ミズナラ,mizunara,2020,R2,fruiting,―,―,no_data,,,2022-09-07,3,,,pdfplumber extract_tables,data-pipeline/raw/research/gaps/ketujitu-wb-20221022220755.pdf,http://web.archive.org/web/20221022220755id_/https://www.env.go.jp/nature/choju/effort/effort12/ketujitu.pdf,2022-09-07,"pdf CreationDate (header undated, marked 別添３)"
三重,Mie,コナラ,konara,2020,R2,fruiting,―,―,no_data,,,2022-09-07,3,,,pdfplumber extract_tables,data-pipeline/raw/research/gaps/ketujitu-wb-20221022220755.pdf,http://web.archive.org/web/20221022220755id_/https://www.env.go.jp/nature/choju/effort/effort12/ketujitu.pdf,2022-09-07,"pdf CreationDate (header undated, marked 別添３)"
滋賀,Shiga,ブナ,buna,2020,R2,fruiting,凶作,凶作,value,凶作,exact; 不作/やや凶作 counted as 凶作 (MoE rule),2022-09-07,3,,,pdfplumber extract_tables,data-pipeline/raw/research/gaps/ketujitu-wb-20221022220755.pdf,http://web.archive.org/web/20221022220755id_/https://www.env.go.jp/nature/choju/effort/effort12/ketujitu.pdf,2022-09-07,"pdf CreationDate (header undated, marked 別添３)"
滋賀,Shiga,ミズナラ,mizunara,2020,R2,fruiting,並作,並作,value,並作,exact; 並上/並下 are 並作 sub-grades,2022-09-07,3,,,pdfplumber extract_tables,data-pipeline/raw/research/gaps/ketujitu-wb-20221022220755.pdf,http://web.archive.org/web/20221022220755id_/https://www.env.go.jp/nature/choju/effort/effort12/ketujitu.pdf,2022-09-07,"pdf CreationDate (header undated, marked 別添３)"
滋賀,Shiga,コナラ,konara,2020,R2,fruiting,不作,不作,value,凶作,exact; 不作/やや凶作 counted as 凶作 (MoE rule),2022-09-07,3,,,pdfplumber extract_tables,data-pipeline/raw/research/gaps/ketujitu-wb-20221022220755.pdf,http://web.archive.org/web/20221022220755id_/https://www.env.go.jp/nature/choju/effort/effort12/ketujitu.pdf,2022-09-07,"pdf CreationDate (header undated, marked 別添３)"
京都,Kyoto,ブナ,buna,2020,R2,fruiting,凶作,凶作,value,凶作,exact; 不作/やや凶作 counted as 凶作 (MoE rule),2022-09-07,3,,,pdfplumber extract_tables,data-pipeline/raw/research/gaps/ketujitu-wb-20221022220755.pdf,http://web.archive.org/web/20221022220755id_/https://www.env.go.jp/nature/choju/effort/effort12/ketujitu.pdf,2022-09-07,"pdf CreationDate (header undated, marked 別添３)"
京都,Kyoto,ミズナラ,mizunara,2020,R2,fruiting,並作,並作,value,並作,exact; 並上/並下 are 並作 sub-grades,2022-09-07,3,,,pdfplumber extract_tables,data-pipeline/raw/research/gaps/ketujitu-wb-20221022220755.pdf,http://web.archive.org/web/20221022220755id_/https://www.env.go.jp/nature/choju/effort/effort12/ketujitu.pdf,2022-09-07,"pdf CreationDate (header undated, marked 別添３)"
京都,Kyoto,コナラ,konara,2020,R2,fruiting,凶作,凶作,value,凶作,exact; 不作/やや凶作 counted as 凶作 (MoE rule),2022-09-07,3,,,pdfplumber extract_tables,data-pipeline/raw/research/gaps/ketujitu-wb-20221022220755.pdf,http://web.archive.org/web/20221022220755id_/https://www.env.go.jp/nature/choju/effort/effort12/ketujitu.pdf,2022-09-07,"pdf CreationDate (header undated, marked 別添３)"
大阪,Osaka,ブナ,buna,2020,R2,fruiting,―,―,no_data,,,2022-09-07,3,,,pdfplumber extract_tables,data-pipeline/raw/research/gaps/ketujitu-wb-20221022220755.pdf,http://web.archive.org/web/20221022220755id_/https://www.env.go.jp/nature/choju/effort/effort12/ketujitu.pdf,2022-09-07,"pdf CreationDate (header undated, marked 別添３)"
大阪,Osaka,ミズナラ,mizunara,2020,R2,fruiting,―,―,no_data,,,2022-09-07,3,,,pdfplumber extract_tables,data-pipeline/raw/research/gaps/ketujitu-wb-20221022220755.pdf,http://web.archive.org/web/20221022220755id_/https://www.env.go.jp/nature/choju/effort/effort12/ketujitu.pdf,2022-09-07,"pdf CreationDate (header undated, marked 別添３)"
大阪,Osaka,コナラ,konara,2020,R2,fruiting,―,―,no_data,,,2022-09-07,3,,,pdfplumber extract_tables,data-pipeline/raw/research/gaps/ketujitu-wb-20221022220755.pdf,http://web.archive.org/web/20221022220755id_/https://www.env.go.jp/nature/choju/effort/effort12/ketujitu.pdf,2022-09-07,"pdf CreationDate (header undated, marked 別添３)"
兵庫,Hyogo,ブナ,buna,2020,R2,fruiting,大凶作,大凶作,value,大凶作,exact,2022-09-07,3,,,pdfplumber extract_tables,data-pipeline/raw/research/gaps/ketujitu-wb-20221022220755.pdf,http://web.archive.org/web/20221022220755id_/https://www.env.go.jp/nature/choju/effort/effort12/ketujitu.pdf,2022-09-07,"pdf CreationDate (header undated, marked 別添３)"
兵庫,Hyogo,ミズナラ,mizunara,2020,R2,fruiting,並下,並下,value,並作,exact; 並上/並下 are 並作 sub-grades,2022-09-07,3,,,pdfplumber extract_tables,data-pipeline/raw/research/gaps/ketujitu-wb-20221022220755.pdf,http://web.archive.org/web/20221022220755id_/https://www.env.go.jp/nature/choju/effort/effort12/ketujitu.pdf,2022-09-07,"pdf CreationDate (header undated, marked 別添３)"
兵庫,Hyogo,コナラ,konara,2020,R2,fruiting,凶作,凶作,value,凶作,exact; 不作/やや凶作 counted as 凶作 (MoE rule),2022-09-07,3,,,pdfplumber extract_tables,data-pipeline/raw/research/gaps/ketujitu-wb-20221022220755.pdf,http://web.archive.org/web/20221022220755id_/https://www.env.go.jp/nature/choju/effort/effort12/ketujitu.pdf,2022-09-07,"pdf CreationDate (header undated, marked 別添３)"
奈良,Nara,ブナ,buna,2020,R2,fruiting,豊作,豊作,value,豊作,exact; 大豊作 counted as 豊作,2022-09-07,3,,,pdfplumber extract_tables,data-pipeline/raw/research/gaps/ketujitu-wb-20221022220755.pdf,http://web.archive.org/web/20221022220755id_/https://www.env.go.jp/nature/choju/effort/effort12/ketujitu.pdf,2022-09-07,"pdf CreationDate (header undated, marked 別添３)"
奈良,Nara,ミズナラ,mizunara,2020,R2,fruiting,並作下,並作下,value,並作,exact; 並上/並下 are 並作 sub-grades,2022-09-07,3,,,pdfplumber extract_tables,data-pipeline/raw/research/gaps/ketujitu-wb-20221022220755.pdf,http://web.archive.org/web/20221022220755id_/https://www.env.go.jp/nature/choju/effort/effort12/ketujitu.pdf,2022-09-07,"pdf CreationDate (header undated, marked 別添３)"
奈良,Nara,コナラ,konara,2020,R2,fruiting,並作下,並作下,value,並作,exact; 並上/並下 are 並作 sub-grades,2022-09-07,3,,,pdfplumber extract_tables,data-pipeline/raw/research/gaps/ketujitu-wb-20221022220755.pdf,http://web.archive.org/web/20221022220755id_/https://www.env.go.jp/nature/choju/effort/effort12/ketujitu.pdf,2022-09-07,"pdf CreationDate (header undated, marked 別添３)"
和歌山,Wakayama,ブナ,buna,2020,R2,fruiting,―,―,no_data,,,2022-09-07,3,,,pdfplumber extract_tables,data-pipeline/raw/research/gaps/ketujitu-wb-20221022220755.pdf,http://web.archive.org/web/20221022220755id_/https://www.env.go.jp/nature/choju/effort/effort12/ketujitu.pdf,2022-09-07,"pdf CreationDate (header undated, marked 別添３)"
和歌山,Wakayama,ミズナラ,mizunara,2020,R2,fruiting,―,―,no_data,,,2022-09-07,3,,,pdfplumber extract_tables,data-pipeline/raw/research/gaps/ketujitu-wb-20221022220755.pdf,http://web.archive.org/web/20221022220755id_/https://www.env.go.jp/nature/choju/effort/effort12/ketujitu.pdf,2022-09-07,"pdf CreationDate (header undated, marked 別添３)"
和歌山,Wakayama,コナラ,konara,2020,R2,fruiting,―,―,no_data,,,2022-09-07,3,,,pdfplumber extract_tables,data-pipeline/raw/research/gaps/ketujitu-wb-20221022220755.pdf,http://web.archive.org/web/20221022220755id_/https://www.env.go.jp/nature/choju/effort/effort12/ketujitu.pdf,2022-09-07,"pdf CreationDate (header undated, marked 別添３)"
鳥取,Tottori,ブナ,buna,2020,R2,fruiting,凶作,凶作,value,凶作,exact; 不作/やや凶作 counted as 凶作 (MoE rule),2022-09-07,3,,,pdfplumber extract_tables,data-pipeline/raw/research/gaps/ketujitu-wb-20221022220755.pdf,http://web.archive.org/web/20221022220755id_/https://www.env.go.jp/nature/choju/effort/effort12/ketujitu.pdf,2022-09-07,"pdf CreationDate (header undated, marked 別添３)"
鳥取,Tottori,ミズナラ,mizunara,2020,R2,fruiting,並作下,並作下,value,並作,exact; 並上/並下 are 並作 sub-grades,2022-09-07,3,,,pdfplumber extract_tables,data-pipeline/raw/research/gaps/ketujitu-wb-20221022220755.pdf,http://web.archive.org/web/20221022220755id_/https://www.env.go.jp/nature/choju/effort/effort12/ketujitu.pdf,2022-09-07,"pdf CreationDate (header undated, marked 別添３)"
鳥取,Tottori,コナラ,konara,2020,R2,fruiting,凶作,凶作,value,凶作,exact; 不作/やや凶作 counted as 凶作 (MoE rule),2022-09-07,3,,,pdfplumber extract_tables,data-pipeline/raw/research/gaps/ketujitu-wb-20221022220755.pdf,http://web.archive.org/web/20221022220755id_/https://www.env.go.jp/nature/choju/effort/effort12/ketujitu.pdf,2022-09-07,"pdf CreationDate (header undated, marked 別添３)"
島根,Shimane,ブナ,buna,2020,R2,fruiting,凶作,凶作,value,凶作,exact; 不作/やや凶作 counted as 凶作 (MoE rule),2022-09-07,3,,,pdfplumber extract_tables,data-pipeline/raw/research/gaps/ketujitu-wb-20221022220755.pdf,http://web.archive.org/web/20221022220755id_/https://www.env.go.jp/nature/choju/effort/effort12/ketujitu.pdf,2022-09-07,"pdf CreationDate (header undated, marked 別添３)"
島根,Shimane,ミズナラ,mizunara,2020,R2,fruiting,豊作,豊作,value,豊作,exact; 大豊作 counted as 豊作,2022-09-07,3,,,pdfplumber extract_tables,data-pipeline/raw/research/gaps/ketujitu-wb-20221022220755.pdf,http://web.archive.org/web/20221022220755id_/https://www.env.go.jp/nature/choju/effort/effort12/ketujitu.pdf,2022-09-07,"pdf CreationDate (header undated, marked 別添３)"
島根,Shimane,コナラ,konara,2020,R2,fruiting,並作,並作,value,並作,exact; 並上/並下 are 並作 sub-grades,2022-09-07,3,,,pdfplumber extract_tables,data-pipeline/raw/research/gaps/ketujitu-wb-20221022220755.pdf,http://web.archive.org/web/20221022220755id_/https://www.env.go.jp/nature/choju/effort/effort12/ketujitu.pdf,2022-09-07,"pdf CreationDate (header undated, marked 別添３)"
岡山,Okayama,ブナ,buna,2020,R2,fruiting,凶作,凶作,value,凶作,exact; 不作/やや凶作 counted as 凶作 (MoE rule),2022-09-07,3,,,pdfplumber extract_tables,data-pipeline/raw/research/gaps/ketujitu-wb-20221022220755.pdf,http://web.archive.org/web/20221022220755id_/https://www.env.go.jp/nature/choju/effort/effort12/ketujitu.pdf,2022-09-07,"pdf CreationDate (header undated, marked 別添３)"
岡山,Okayama,ミズナラ,mizunara,2020,R2,fruiting,豊作,豊作,value,豊作,exact; 大豊作 counted as 豊作,2022-09-07,3,,,pdfplumber extract_tables,data-pipeline/raw/research/gaps/ketujitu-wb-20221022220755.pdf,http://web.archive.org/web/20221022220755id_/https://www.env.go.jp/nature/choju/effort/effort12/ketujitu.pdf,2022-09-07,"pdf CreationDate (header undated, marked 別添３)"
岡山,Okayama,コナラ,konara,2020,R2,fruiting,並作,並作,value,並作,exact; 並上/並下 are 並作 sub-grades,2022-09-07,3,,,pdfplumber extract_tables,data-pipeline/raw/research/gaps/ketujitu-wb-20221022220755.pdf,http://web.archive.org/web/20221022220755id_/https://www.env.go.jp/nature/choju/effort/effort12/ketujitu.pdf,2022-09-07,"pdf CreationDate (header undated, marked 別添３)"
広島,Hiroshima,ブナ,buna,2020,R2,fruiting,―,―,no_data,,,2022-09-07,3,,,pdfplumber extract_tables,data-pipeline/raw/research/gaps/ketujitu-wb-20221022220755.pdf,http://web.archive.org/web/20221022220755id_/https://www.env.go.jp/nature/choju/effort/effort12/ketujitu.pdf,2022-09-07,"pdf CreationDate (header undated, marked 別添３)"
広島,Hiroshima,ミズナラ,mizunara,2020,R2,fruiting,―,―,no_data,,,2022-09-07,3,,,pdfplumber extract_tables,data-pipeline/raw/research/gaps/ketujitu-wb-20221022220755.pdf,http://web.archive.org/web/20221022220755id_/https://www.env.go.jp/nature/choju/effort/effort12/ketujitu.pdf,2022-09-07,"pdf CreationDate (header undated, marked 別添３)"
広島,Hiroshima,コナラ,konara,2020,R2,fruiting,―,―,no_data,,,2022-09-07,3,,,pdfplumber extract_tables,data-pipeline/raw/research/gaps/ketujitu-wb-20221022220755.pdf,http://web.archive.org/web/20221022220755id_/https://www.env.go.jp/nature/choju/effort/effort12/ketujitu.pdf,2022-09-07,"pdf CreationDate (header undated, marked 別添３)"
山口,Yamaguchi,ブナ,buna,2020,R2,fruiting,―,―,no_data,,,2022-09-07,3,,指標が未定のため,pdfplumber extract_tables,data-pipeline/raw/research/gaps/ketujitu-wb-20221022220755.pdf,http://web.archive.org/web/20221022220755id_/https://www.env.go.jp/nature/choju/effort/effort12/ketujitu.pdf,2022-09-07,"pdf CreationDate (header undated, marked 別添３)"
山口,Yamaguchi,ミズナラ,mizunara,2020,R2,fruiting,―,―,no_data,,,2022-09-07,3,,指標が未定のため,pdfplumber extract_tables,data-pipeline/raw/research/gaps/ketujitu-wb-20221022220755.pdf,http://web.archive.org/web/20221022220755id_/https://www.env.go.jp/nature/choju/effort/effort12/ketujitu.pdf,2022-09-07,"pdf CreationDate (header undated, marked 別添３)"
山口,Yamaguchi,コナラ,konara,2020,R2,fruiting,公表しない,公表しない,not_published,,,2022-09-07,3,,指標が未定のため,pdfplumber extract_tables,data-pipeline/raw/research/gaps/ketujitu-wb-20221022220755.pdf,http://web.archive.org/web/20221022220755id_/https://www.env.go.jp/nature/choju/effort/effort12/ketujitu.pdf,2022-09-07,"pdf CreationDate (header undated, marked 別添３)"
北海道,Hokkaido,ブナ,buna,2021,R3,fruiting,不作,不作,value,凶作,exact; 不作/やや凶作 counted as 凶作 (MoE rule),2022-09-07,2,2021-11-01=調査中,ﾌﾞﾅは道南地方のみ分布,pdfplumber extract_tables,data-pipeline/raw/research/gaps/ketujitu-wb-20221022220755.pdf,http://web.archive.org/web/20221022220755id_/https://www.env.go.jp/nature/choju/effort/effort12/ketujitu.pdf,2022-09-07,"pdf CreationDate (header undated, marked 別添３)"
北海道,Hokkaido,ミズナラ,mizunara,2021,R3,fruiting,不作,不作,value,凶作,exact; 不作/やや凶作 counted as 凶作 (MoE rule),2022-09-07,2,2021-11-01=調査中,ﾌﾞﾅは道南地方のみ分布,pdfplumber extract_tables,data-pipeline/raw/research/gaps/ketujitu-wb-20221022220755.pdf,http://web.archive.org/web/20221022220755id_/https://www.env.go.jp/nature/choju/effort/effort12/ketujitu.pdf,2022-09-07,"pdf CreationDate (header undated, marked 別添３)"
北海道,Hokkaido,コナラ,konara,2021,R3,fruiting,―,―,no_data,,,2022-09-07,2,,ﾌﾞﾅは道南地方のみ分布,pdfplumber extract_tables,data-pipeline/raw/research/gaps/ketujitu-wb-20221022220755.pdf,http://web.archive.org/web/20221022220755id_/https://www.env.go.jp/nature/choju/effort/effort12/ketujitu.pdf,2022-09-07,"pdf CreationDate (header undated, marked 別添３)"
青森,Aomori,ブナ,buna,2021,R3,fruiting,凶作,凶作,value,凶作,exact; 不作/やや凶作 counted as 凶作 (MoE rule),2022-09-07,2,2021-11-01=調査中,東北森林管理局実施,pdfplumber extract_tables,data-pipeline/raw/research/gaps/ketujitu-wb-20221022220755.pdf,http://web.archive.org/web/20221022220755id_/https://www.env.go.jp/nature/choju/effort/effort12/ketujitu.pdf,2022-09-07,"pdf CreationDate (header undated, marked 別添３)"
青森,Aomori,ミズナラ,mizunara,2021,R3,fruiting,―,―,no_data,,,2022-09-07,2,,東北森林管理局実施,pdfplumber extract_tables,data-pipeline/raw/research/gaps/ketujitu-wb-20221022220755.pdf,http://web.archive.org/web/20221022220755id_/https://www.env.go.jp/nature/choju/effort/effort12/ketujitu.pdf,2022-09-07,"pdf CreationDate (header undated, marked 別添３)"
青森,Aomori,コナラ,konara,2021,R3,fruiting,―,―,no_data,,,2022-09-07,2,,東北森林管理局実施,pdfplumber extract_tables,data-pipeline/raw/research/gaps/ketujitu-wb-20221022220755.pdf,http://web.archive.org/web/20221022220755id_/https://www.env.go.jp/nature/choju/effort/effort12/ketujitu.pdf,2022-09-07,"pdf CreationDate (header undated, marked 別添３)"
岩手,Iwate,ブナ,buna,2021,R3,fruiting,不作,不作,value,凶作,exact; 不作/やや凶作 counted as 凶作 (MoE rule),2022-09-07,2,2021-11-01=調査中,,pdfplumber extract_tables,data-pipeline/raw/research/gaps/ketujitu-wb-20221022220755.pdf,http://web.archive.org/web/20221022220755id_/https://www.env.go.jp/nature/choju/effort/effort12/ketujitu.pdf,2022-09-07,"pdf CreationDate (header undated, marked 別添３)"
岩手,Iwate,ミズナラ,mizunara,2021,R3,fruiting,不作,不作,value,凶作,exact; 不作/やや凶作 counted as 凶作 (MoE rule),2022-09-07,2,2021-11-01=調査中,,pdfplumber extract_tables,data-pipeline/raw/research/gaps/ketujitu-wb-20221022220755.pdf,http://web.archive.org/web/20221022220755id_/https://www.env.go.jp/nature/choju/effort/effort12/ketujitu.pdf,2022-09-07,"pdf CreationDate (header undated, marked 別添３)"
岩手,Iwate,コナラ,konara,2021,R3,fruiting,不作,不作,value,凶作,exact; 不作/やや凶作 counted as 凶作 (MoE rule),2022-09-07,2,2021-11-01=調査中,,pdfplumber extract_tables,data-pipeline/raw/research/gaps/ketujitu-wb-20221022220755.pdf,http://web.archive.org/web/20221022220755id_/https://www.env.go.jp/nature/choju/effort/effort12/ketujitu.pdf,2022-09-07,"pdf CreationDate (header undated, marked 別添３)"
宮城,Miyagi,ブナ,buna,2021,R3,fruiting,並作,並作,value,並作,exact; 並上/並下 are 並作 sub-grades,2022-09-07,2,2021-11-01=調査中,,pdfplumber extract_tables,data-pipeline/raw/research/gaps/ketujitu-wb-20221022220755.pdf,http://web.archive.org/web/20221022220755id_/https://www.env.go.jp/nature/choju/effort/effort12/ketujitu.pdf,2022-09-07,"pdf CreationDate (header undated, marked 別添３)"
宮城,Miyagi,ミズナラ,mizunara,2021,R3,fruiting,並作,並作,value,並作,exact; 並上/並下 are 並作 sub-grades,2022-09-07,2,2021-11-01=調査中,,pdfplumber extract_tables,data-pipeline/raw/research/gaps/ketujitu-wb-20221022220755.pdf,http://web.archive.org/web/20221022220755id_/https://www.env.go.jp/nature/choju/effort/effort12/ketujitu.pdf,2022-09-07,"pdf CreationDate (header undated, marked 別添３)"
宮城,Miyagi,コナラ,konara,2021,R3,fruiting,―,―,no_data,,,2022-09-07,2,,,pdfplumber extract_tables,data-pipeline/raw/research/gaps/ketujitu-wb-20221022220755.pdf,http://web.archive.org/web/20221022220755id_/https://www.env.go.jp/nature/choju/effort/effort12/ketujitu.pdf,2022-09-07,"pdf CreationDate (header undated, marked 別添３)"
秋田,Akita,ブナ,buna,2021,R3,fruiting,凶作,凶作,value,凶作,exact; 不作/やや凶作 counted as 凶作 (MoE rule),2022-09-07,2,2021-11-01=調査中,,pdfplumber extract_tables,data-pipeline/raw/research/gaps/ketujitu-wb-20221022220755.pdf,http://web.archive.org/web/20221022220755id_/https://www.env.go.jp/nature/choju/effort/effort12/ketujitu.pdf,2022-09-07,"pdf CreationDate (header undated, marked 別添３)"
秋田,Akita,ミズナラ,mizunara,2021,R3,fruiting,凶作,凶作,value,凶作,exact; 不作/やや凶作 counted as 凶作 (MoE rule),2022-09-07,2,2021-11-01=調査中,,pdfplumber extract_tables,data-pipeline/raw/research/gaps/ketujitu-wb-20221022220755.pdf,http://web.archive.org/web/20221022220755id_/https://www.env.go.jp/nature/choju/effort/effort12/ketujitu.pdf,2022-09-07,"pdf CreationDate (header undated, marked 別添３)"
